cte,speed,angle,steer_value,cte_diff,cte_integ
0.7598,0,0,-0.22794,0,0.7598
0.7598,0.438,0,-0.22794,0,0.7598
0.7598,0.876,-5.2622,-0.22794,0,0.7598
0.7598,1.314,-5.2622,-0.22794,0,0.7598
0.7598,1.752,-5.2622,-0.22794,0,0.7598
0.7598,2.19,-5.2622,-0.22794,0,0.7598
0.7598,2.628,-5.2622,-0.22794,0,0.7598
0.7598,2.628,-5.2622,-0.22794,0,0.7598
0.7598,3.504,-5.2622,-0.22794,0,0.7598
0.7598,4.38,-5.2622,-0.22794,0,0.7598
0.7598,4.38,-5.2622,-0.22794,0,0.7598
0.7598,4.818,-5.2622,-0.22794,0,0.7598
0.7598,5.256,-5.2622,-0.22794,0,0.7598
0.7598,5.694,-5.2622,-0.22794,0,0.7598
0.7598,6.132,-5.2622,-0.22794,0,0.7598
0.7598,6.132,-5.2622,-0.22794,0,0.7598
0.7599,6.57,-5.2622,-0.228751,0.0001,0.759806
0.7599,6.57,-5.2622,-0.227952,0,0.759811
0.7597,4.8693,-5.2824,-0.226331,-0.0002,0.759805
0.7597,3.1887,-5.2625,-0.22793,0,0.7598
0.7596,1.6834,-5.2219,-0.227118,-0.0001,0.75979
0.7596,1.6834,-5.2219,-0.227916,0,0.759782
0.7594,0.4865,-5.2416,-0.226293,-0.0002,0.759765
0.7593,0.5954,-5.2616,-0.227079,-0.0001,0.759746
0.7591,1.2307,-5.221,-0.226254,-0.0002,0.75972
0.7587,1.772,-5.2406,-0.224606,-0.0004,0.759681
0.7587,1.772,-5.2406,-0.227799,0,0.759644
0.7585,1.726,-5.1788,-0.226171,-0.0002,0.759604
0.7583,1.558,-5.2586,-0.226142,-0.0002,0.759559
0.758,1.3136,-5.2179,-0.225301,-0.0003,0.759507
0.7578,1.0546,-5.2172,-0.22607,-0.0002,0.759452
0.7576,0.7865,-5.1962,-0.226039,-0.0002,0.759394
0.7576,0.7865,-5.1962,-0.227628,0,0.759339
0.7573,0.6077,-5.2146,-0.225186,-0.0003,0.759279
0.757,0.5175,-5.2544,-0.225143,-0.0003,0.759214
0.757,0.5175,-5.2544,-0.227531,0,0.759153
0.7568,0.4988,-5.1922,-0.225898,-0.0002,0.759089
0.7564,0.5665,-5.2519,-0.224244,-0.0004,0.759018
0.7561,0.6031,-5.2111,-0.224999,-0.0003,0.758944
0.7558,0.6448,-5.1698,-0.224953,-0.0003,0.758865
0.7555,0.6805,-5.1886,-0.224907,-0.0003,0.758783
0.7551,0.6745,-5.1875,-0.224049,-0.0004,0.758695
0.7548,0.7052,-5.1863,-0.224801,-0.0003,0.758605
0.7544,0.6979,-5.1649,-0.223942,-0.0004,0.758509
0.7544,0.6979,-5.1649,-0.227124,0,0.758418
0.7539,0.7325,-5.1622,-0.223054,-0.0005,0.75832
0.7535,0.7283,-5.2418,-0.223793,-0.0004,0.758217
0.7531,0.8027,-5.14,-0.223732,-0.0004,0.75811
0.7531,0.8027,-5.14,-0.226912,0,0.758008
0.7525,0.844,-5.157,-0.22203,-0.0006,0.757898
0.7525,0.844,-5.157,-0.226808,0,0.757792
