cte,speed,angle,steer_value,cte_diff,cte_integ
0.7598,0,0,-0.07598,0,0.7598
0.7598,0.438,0,-0.07598,0,0.7598
0.7598,0.876,-1.4632,-0.07598,0,0.7598
0.7598,1.314,-1.4632,-0.07598,0,0.7598
0.7598,1.314,-1.4632,-0.07598,0,0.7598
0.7598,1.752,-1.4632,-0.07598,0,0.7598
0.7598,2.19,-1.4632,-0.07598,0,0.7598
0.7598,2.628,-1.4632,-0.07598,0,0.7598
0.7598,3.066,-1.4632,-0.07598,0,0.7598
0.7598,3.504,-1.4632,-0.07598,0,0.7598
0.7598,3.504,-1.4632,-0.07598,0,0.7598
0.7598,3.942,-1.4632,-0.07598,0,0.7598
0.7598,4.38,-1.4632,-0.07598,0,0.7598
0.7598,4.818,-1.4632,-0.07598,0,0.7598
0.7598,5.256,-1.4632,-0.07598,0,0.7598
0.7598,5.256,-1.4632,-0.07598,0,0.7598
0.7598,5.694,-1.4632,-0.07598,0,0.7598
0.7598,6.132,-1.4632,-0.07598,0,0.7598
0.7599,6.57,-1.4632,-0.07639,0.0001,0.759805
0.7599,6.7858,-1.4632,-0.07599,0,0.75981
0.7598,4.8684,-1.4734,-0.07558,-0.0001,0.75981
0.7598,3.1915,-1.4634,-0.07598,0,0.759809
0.7597,1.6804,-1.4532,-0.07557,-0.0001,0.759804
0.7597,1.6804,-1.4532,-0.07597,0,0.7598
0.7597,0.4758,-1.4529,-0.07597,0,0.759796
0.7597,0.5727,-1.4629,-0.07597,0,0.759792
0.7596,1.2384,-1.4629,-0.07556,-0.0001,0.759785
0.7594,1.766,-1.4629,-0.07514,-0.0002,0.759771
0.7592,1.5597,-1.4527,-0.07512,-0.0002,0.759752
0.7591,1.3218,-1.4422,-0.07551,-0.0001,0.75973
0.759,1.061,-1.4417,-0.0755,-0.0001,0.759706
0.7586,0.5341,-1.4514,-0.07426,-0.0004,0.759672
0.7584,0.6141,-1.4512,-0.07504,-0.0002,0.759633
0.7584,0.6141,-1.4512,-0.07584,0,0.759597
0.7583,0.6496,-1.4397,-0.07543,-0.0001,0.75956
0.7582,0.671,-1.4597,-0.07542,-0.0001,0.759522
0.758,0.7064,-1.4494,-0.075,-0.0002,0.759481
0.7575,0.7492,-1.4492,-0.07375,-0.0005,0.759429
0.7575,0.7492,-1.4492,-0.07575,0,0.759379
0.7573,0.793,-1.4074,-0.07493,-0.0002,0.759327
0.7571,0.7994,-1.4574,-0.07491,-0.0002,0.759273
0.7569,0.7976,-1.4369,-0.07489,-0.0002,0.759217
0.7567,0.9108,-1.4364,-0.07487,-0.0002,0.759158
0.7564,0.8533,-1.4359,-0.07444,-0.0003,0.759095
0.7562,0.8975,-1.4354,-0.07482,-0.0002,0.759031
0.7562,0.8975,-1.4354,-0.07562,0,0.75897
0.7552,1.0528,-1.4342,-0.07152,-0.001,0.758889
0.7549,1.0802,-1.4542,-0.07429,-0.0003,0.758806
0.7549,1.0802,-1.4542,-0.07549,0,0.758727
0.7546,1.095,-1.4209,-0.07426,-0.0003,0.758644
0.7544,1.153,-1.4509,-0.07464,-0.0002,0.758561
0.7544,1.153,-1.4509,-0.07544,0,0.758481
0.7541,1.1862,-1.4297,-0.07421,-0.0003,0.758398
0.7537,1.2426,-1.4497,-0.07377,-0.0004,0.758311
0.7534,1.2418,-1.4189,-0.07414,-0.0003,0.758222
0.7531,1.2806,-1.4079,-0.07411,-0.0003,0.75813
0.7528,1.3199,-1.4172,-0.07408,-0.0003,0.758037
0.7524,1.386,-1.4164,-0.07364,-0.0004,0.75794
0.7521,1.4376,-1.4157,-0.07401,-0.0003,0.757841
0.7517,1.472,-1.4047,-0.07357,-0.0004,0.757738
0.7517,1.472,-1.4047,-0.07517,0,0.757639
0.7513,1.4891,-1.4029,-0.07353,-0.0004,0.757537
0.7509,1.5403,-1.4429,-0.07349,-0.0004,0.757432
0.7505,1.562,-1.4019,-0.07345,-0.0004,0.757323
0.7505,1.562,-1.4019,-0.07505,0,0.757218
0.7501,1.605,-1.3999,-0.07341,-0.0004,0.757111
0.7496,1.6716,-1.4399,-0.07296,-0.0005,0.756999
0.7492,1.6935,-1.3989,-0.07332,-0.0004,0.756884
0.7487,1.754,-1.3877,-0.07287,-0.0005,0.756765
0.7482,1.8285,-1.3967,-0.07282,-0.0005,0.756643
0.7477,1.8877,-1.3854,-0.07277,-0.0005,0.756517
0.7472,1.9429,-1.3842,-0.07272,-0.0005,0.756388
0.7467,1.9862,-1.3829,-0.07267,-0.0005,0.756255
0.7467,1.9862,-1.3829,-0.07467,0,0.756126
0.7461,2.0278,-1.3804,-0.07221,-0.0006,0.755992
0.7455,2.0745,-1.4304,-0.07215,-0.0006,0.755854
0.7455,2.0745,-1.4304,-0.07455,0,0.755719
0.745,2.1527,-1.3674,-0.0725,-0.0005,0.755582
0.7443,2.2217,-1.4274,-0.07163,-0.0007,0.755439
0.7437,2.3049,-1.3762,-0.07197,-0.0006,0.755293
0.7431,2.3233,-1.3544,-0.07191,-0.0006,0.755142
0.7424,2.3886,-1.3629,-0.07144,-0.0007,0.754987
0.7417,2.4586,-1.3614,-0.07137,-0.0007,0.754827
0.741,2.5344,-1.3497,-0.0713,-0.0007,0.754662
0.7403,2.5877,-1.3479,-0.07123,-0.0007,0.754493
0.7395,2.6727,-1.3462,-0.07075,-0.0008,0.754319
0.7388,2.7307,-1.3444,-0.07108,-0.0007,0.75414
0.738,2.8062,-1.3324,-0.0706,-0.0008,0.753957
0.7372,2.871,-1.3407,-0.07052,-0.0008,0.753769
0.7336,3.1559,-1.3287,-0.05896,-0.0036,0.753544
0.7296,3.4285,-1.3267,-0.05696,-0.004,0.753281
0.7286,3.4935,-1.0377,-0.06886,-0.001,0.753013
0.7286,3.4935,-1.0377,-0.07286,0,0.752751
0.7275,3.5605,-1.2852,-0.06835,-0.0011,0.752482
0.7264,3.6254,-1.3852,-0.06824,-0.0011,0.752207
0.7253,3.6934,-1.2724,-0.06813,-0.0011,0.751927
0.7241,3.7587,-1.2697,-0.06761,-0.0012,0.75164
0.7241,3.7587,-1.2697,-0.07241,0,0.751359
0.7229,3.8248,-1.2539,-0.06749,-0.0012,0.751072
0.7217,3.8889,-1.3739,-0.06737,-0.0012,0.750778
0.7205,3.9551,-1.2509,-0.06725,-0.0012,0.750385
0.7192,4.0183,-1.2479,-0.06672,-0.0013,0.749979
0.7179,4.0841,-1.2449,-0.06659,-0.0013,0.74956
0.7179,4.0841,-1.2449,-0.07179,0,0.749141
0.7152,4.2126,-1.2284,-0.06072,-0.0027,0.748695
0.7138,4.2767,-1.3584,-0.06578,-0.0014,0.748235
0.7124,4.3409,-1.0817,-0.06564,-0.0014,0.747761
