cte,speed,angle,steer_value,cte_diff,cte_integ
0.7598,0,0,-0.3799,0,0.7598
0.7598,0.438,0,-0.3799,0,0.7598
0.7598,0.876,-9.0612,-0.3799,0,0.7598
0.7598,1.314,-9.0612,-0.3799,0,0.7598
0.7598,1.752,-9.0612,-0.3799,0,0.7598
0.7598,2.19,-9.0612,-0.3799,0,0.7598
0.7598,2.628,-9.0612,-0.3799,0,0.7598
0.7598,3.066,-9.0612,-0.3799,0,0.7598
0.7598,3.066,-9.0612,-0.3799,0,0.7598
0.7598,3.504,-9.0612,-0.3799,0,0.7598
0.7598,3.942,-9.0612,-0.3799,0,0.7598
0.7598,4.38,-9.0612,-0.3799,0,0.7598
0.7598,4.38,-9.0612,-0.3799,0,0.7598
0.7598,4.818,-9.0612,-0.3799,0,0.7598
0.7598,5.256,-9.0612,-0.3799,0,0.7598
0.7598,5.256,-9.0612,-0.3799,0,0.7598
0.7598,5.694,-9.0612,-0.3799,0,0.7598
0.7598,6.132,-9.0612,-0.3799,0,0.7598
0.7599,6.57,-9.0612,-0.380712,0.0001,0.759805
0.7599,6.57,-9.0612,-0.379914,0,0.75981
0.7598,6.7858,-9.0815,-0.379104,-0.0001,0.75981
0.7596,4.87,-9.0615,-0.37828,-0.0002,0.7598
0.7595,3.1896,-9.0413,-0.379065,-0.0001,0.759787
0.7593,1.683,-9.0207,-0.378237,-0.0002,0.759767
0.7592,0.4565,-9.0403,-0.379018,-0.0001,0.759744
0.7592,0.4565,-9.0403,-0.379809,0,0.759723
0.7589,0.5812,-9.0391,-0.377367,-0.0003,0.759693
0.7586,1.2377,-9.0589,-0.377321,-0.0003,0.759654
0.7584,1.608,-8.9978,-0.378084,-0.0002,0.75961
0.7581,1.7625,-8.9967,-0.377234,-0.0003,0.75956
0.7578,1.7219,-9.0158,-0.377181,-0.0003,0.759503
0.7574,1.5611,-8.9945,-0.376315,-0.0004,0.759437
0.7574,1.5611,-8.9945,-0.37949,0,0.759376
0.757,1.3249,-8.9715,-0.376222,-0.0004,0.759306
0.7566,1.0547,-9.0509,-0.376151,-0.0004,0.759229
0.7562,0.8098,-8.9692,-0.376078,-0.0004,0.759144
0.7558,0.6122,-8.9675,-0.376002,-0.0004,0.759054
0.7558,0.6122,-8.9675,-0.379167,0,0.758968
0.7553,0.5383,-8.9637,-0.37508,-0.0005,0.758874
0.7549,0.5176,-9.0429,-0.3758,-0.0004,0.758775
0.7544,0.581,-8.9407,-0.374907,-0.0005,0.758668
0.7539,0.6272,-8.9587,-0.374812,-0.0005,0.758555
0.7533,0.6553,-8.9364,-0.373903,-0.0006,0.758433
0.7528,0.6893,-8.934,-0.374602,-0.0005,0.758305
0.7515,0.7366,-8.9112,-0.368011,-0.0013,0.758153
0.7515,0.7366,-8.9112,-0.378353,0,0.758009
0.7502,0.7561,-8.764,-0.367757,-0.0013,0.757843
0.7502,0.7561,-8.764,-0.378093,0,0.757683
0.7494,0.7916,-8.7576,-0.371546,-0.0008,0.757514
0.7486,0.8357,-9.016,-0.371394,-0.0008,0.757336
0.7479,0.8434,-8.8523,-0.37205,-0.0007,0.757151
0.747,0.8735,-8.8485,-0.370282,-0.0009,0.756956
0.7462,0.9207,-8.8649,-0.370921,-0.0008,0.756753
0.7462,0.9207,-8.8649,-0.377243,0,0.756557
0.7453,0.9376,-8.8367,-0.369871,-0.0009,0.756353
0.7443,0.9538,-8.9947,-0.368885,-0.001,0.756138
0.7433,1.0285,-8.8104,-0.368695,-0.001,0.755912
0.7433,1.0285,-8.8104,-0.376608,0,0.755695
0.7423,1.0503,-8.781,-0.368417,-0.001,0.755468
0.7412,1.0861,-8.9789,-0.367412,-0.0011,0.75523
0.7401,1.1326,-8.7741,-0.367203,-0.0011,0.754982
0.739,1.1167,-8.749,-0.36699,-0.0011,0.754724
0.7378,1.1983,-8.7437,-0.365962,-0.0012,0.754456
0.7378,1.1983,-8.7437,-0.375458,0,0.754195
0.7366,1.237,-8.7127,-0.36563,-0.0012,0.753925
0.7353,1.2808,-8.9501,-0.364587,-0.0013,0.753642
0.734,1.3201,-8.7044,-0.36434,-0.0013,0.753349
0.7283,1.4719,-8.6783,-0.328422,-0.0057,0.752981
0.7267,1.5365,-8.6722,-0.36091,-0.0016,0.7526
0.7252,1.5521,-7.7742,-0.361403,-0.0015,0.752209
0.7236,1.6205,-8.5864,-0.360282,-0.0016,0.751806
0.7218,1.6484,-8.5988,-0.358336,-0.0018,0.751389
0.7218,1.6484,-8.5988,-0.372573,0,0.750984
0.7183,1.7555,-8.5221,-0.344047,-0.0035,0.750542
0.7183,1.7555,-8.5221,-0.371875,0,0.750112
0.7164,1.808,-8.1648,-0.356307,-0.0019,0.749668
0.7144,1.9043,-8.8605,-0.355124,-0.002,0.74921
0.7123,1.9308,-8.4714,-0.353925,-0.0021,0.748737
0.7102,1.9673,-8.4418,-0.35352,-0.0021,0.748249
0.7102,1.9673,-8.4418,-0.37013,0,0.747774
0.7081,2.0146,-8.4017,-0.352924,-0.0021,0.747284
0.7058,2.0915,-8.8169,-0.350891,-0.0023,0.746778
0.7034,2.1723,-8.3868,-0.349642,-0.0024,0.746255
0.701,2.2111,-8.3359,-0.349187,-0.0024,0.745717
0.701,2.2111,-8.3359,-0.368176,0,0.745191
0.6959,2.3287,-8.2933,-0.326637,-0.0051,0.744617
0.6959,2.3287,-8.2933,-0.367213,0,0.744057
0.6933,2.3858,-7.7296,-0.345922,-0.0026,0.743481
0.6905,2.4524,-8.744,-0.343804,-0.0028,0.742885
0.6877,2.5196,-8.2117,-0.343279,-0.0028,0.742272
0.6877,2.5196,-8.2117,-0.365439,0,0.741673
0.6847,2.5969,-8.1456,-0.340891,-0.003,0.741053
0.6816,2.6414,-8.6996,-0.339526,-0.0031,0.740414
0.6785,2.7112,-8.086,-0.338952,-0.0031,0.739755
0.6752,2.7858,-8.0518,-0.33675,-0.0033,0.739076
0.6719,2.851,-8.0375,-0.33614,-0.0033,0.738376
0.6719,2.851,-8.0375,-0.362266,0,0.737691
0.6684,2.9393,-7.9672,-0.333633,-0.0035,0.736984
0.6648,2.9828,-8.6203,-0.332182,-0.0036,0.736255
0.6573,3.1226,-7.9045,-0.299916,-0.0075,0.735465
0.6534,3.2177,-7.8682,-0.3279,-0.0039,0.734401
0.6534,3.2177,-7.8682,-0.358675,0,0.733337
0.6494,3.2662,-7.7612,-0.325833,-0.004,0.732233
0.6451,3.3535,-8.5305,-0.322544,-0.0043,0.731086
0.6408,3.39,-7.7095,-0.321638,-0.0043,0.729896
0.6364,3.4842,-7.6273,-0.319905,-0.0044,0.728662
0.632,3.5257,-7.6046,-0.318954,-0.0044,0.727384
0.6274,3.6148,-7.5613,-0.316364,-0.0046,0.72606
0.6274,3.6148,-7.5613,-0.352634,0,0.724736
0.6178,3.7435,-7.4728,-0.274306,-0.0096,0.723316
0.6128,3.7919,-8.3795,-0.310018,-0.005,0.721846
0.6078,3.8711,-6.4213,-0.30891,-0.005,0.720326
0.6078,3.8711,-6.4213,-0.348302,0,0.718806
0.6026,3.9261,-7.2864,-0.305554,-0.0052,0.717234
0.5972,3.9984,-8.2712,-0.302763,-0.0054,0.715608
0.5917,4.0562,-7.2025,-0.300741,-0.0055,0.713927
0.5861,4.1266,-7.1327,-0.298686,-0.0056,0.71219
0.5804,4.1869,-7.0822,-0.296598,-0.0057,0.710396
0.5746,4.2537,-7.0308,-0.294477,-0.0058,0.708543
0.5746,4.2537,-7.0308,-0.340136,0,0.70669
0.5686,4.3166,-6.9256,-0.290771,-0.006,0.704778
0.5624,4.3799,-8.0671,-0.287762,-0.0062,0.702806
0.5561,4.444,-6.8329,-0.285519,-0.0063,0.700772
0.5497,4.508,-6.7577,-0.28324,-0.0064,0.698676
0.5432,4.5718,-6.7016,-0.280926,-0.0065,0.696516
0.5432,4.5718,-6.7016,-0.332062,0,0.694356
0.5365,4.6354,-6.5868,-0.276903,-0.0067,0.692132
0.5296,4.6975,-7.8652,-0.273697,-0.0069,0.689842
0.5226,4.7612,-6.4862,-0.271254,-0.007,0.687484
0.5155,4.8246,-6.4061,-0.268773,-0.0071,0.685058
0.5155,4.8246,-6.4061,-0.324604,0,0.682635
0.5083,4.8878,-6.283,-0.265288,-0.0072,0.680144
0.5007,4.9493,-7.6788,-0.260301,-0.0076,0.677577
0.4931,5.0126,-6.1959,-0.258485,-0.0076,0.674938
0.4855,5.0755,-6.0712,-0.256641,-0.0076,0.672227
0.4777,5.1383,-6.0258,-0.253147,-0.0078,0.669442
0.4698,5.2009,-5.9797,-0.250413,-0.0079,0.666582
0.4698,5.2009,-5.9797,-0.312469,0,0.663722
0.4282,5.5112,-5.824,0.0257996,-0.0416,0.660451
0.4191,5.5709,-7.3754,-0.231947,-0.0091,0.657093
0.4112,5.6235,1.0813,-0.239384,-0.0079,0.653661
0.4029,5.6827,-5.3623,-0.23395,-0.0083,0.650151
0.4029,5.6827,-5.3623,-0.298949,0,0.646647
0.3942,5.7427,-5.4124,-0.227044,-0.0087,0.643061
0.385,5.8004,-7.0374,-0.220658,-0.0092,0.639396
0.3756,5.8615,-5.2398,-0.216615,-0.0094,0.635637
0.366,5.9226,-5.0801,-0.212518,-0.0096,0.631795
0.3564,5.9835,-4.979,-0.209983,-0.0096,0.627857
0.3465,6.0443,-4.8766,-0.204981,-0.0099,0.623828
0.3366,6.105,-4.8132,-0.202343,-0.0099,0.619708
0.3265,6.1655,-4.6882,-0.198048,-0.0101,0.615494
0.3058,6.2862,-4.6222,-0.109413,-0.0207,0.611082
0.2952,6.3464,-4.5149,-0.187349,-0.0106,0.606572
0.2849,6.4064,-2.299,-0.186874,-0.0103,0.601959
0.2849,6.4064,-2.299,-0.267432,0,0.597355
0.2636,6.5254,-4.2355,-0.0929792,-0.0213,0.592548
0.2636,6.5254,-4.2355,-0.26146,0,0.587751
0.2427,6.6445,-1.8881,-0.090168,-0.0209,0.582745
0.2318,6.6991,-6.1002,-0.167036,-0.0109,0.57764
0.2215,6.7582,-1.8179,-0.168727,-0.0103,0.572443
0.2113,6.817,-3.7396,-0.166392,-0.0102,0.567155
0.2015,6.8757,-3.7818,-0.166462,-0.0098,0.56178
0.1923,6.9344,-3.7235,-0.16816,-0.0092,0.556325
0.1841,6.993,-3.7252,-0.173125,-0.0082,0.550788
0.1841,6.993,-3.7252,-0.236515,0,0.545263
0.1773,7.0514,-3.8918,-0.179203,-0.0068,0.539683
0.1723,7.1078,-5.4765,-0.190856,-0.005,0.534066
0.17,7.1662,-4.0437,-0.209993,-0.0023,0.528483
0.1709,7.2243,-4.3351,-0.23346,0.0009,0.522925
0.14,7.3395,-4.8135,0.0263708,-0.0309,0.517073
0.1244,7.3964,-5.4002,-0.0920724,-0.0156,0.511081
0.1101,7.4478,1.0956,-0.0985956,-0.0143,0.504964
0.0964,7.5053,-1.8655,-0.099524,-0.0137,0.49871
0.083,7.563,-2.0286,-0.0980428,-0.0134,0.492357
0.083,7.563,-2.0286,-0.202702,0,0.486004
0.0702,7.6205,-2.0147,-0.0964368,-0.0128,0.479542
0.0573,7.6752,-4.6312,-0.0917184,-0.0129,0.472971
0.0449,7.7325,-1.9746,-0.0918088,-0.0124,0.466297
0.033,7.7897,-1.8566,-0.09191,-0.0119,0.459525
0.0216,7.8468,-1.8589,-0.0920156,-0.0114,0.452639
0.0216,7.8468,-1.8589,-0.18047,0,0.445774
-0.006,7.9605,-1.8641,0.0459376,-0.0276,0.438656
-0.048,8.1814,-4.0754,0.168343,-0.042,0.431142
-0.0587,8.232,1.5848,-0.077948,-0.0107,0.423545
-0.0768,8.323,4.6449,-0.0138268,-0.0181,0.415767
-0.0859,8.3766,-1.5124,-0.0817896,-0.0091,0.407949
-0.0859,8.3766,-1.5124,-0.151462,0,0.400131
-0.0955,8.4309,-1.6084,-0.0705472,-0.0096,0.392243
-0.1059,8.4828,-3.3502,-0.0599216,-0.0104,0.384279
-0.1164,8.5381,-1.3273,-0.0548552,-0.0105,0.376238
-0.127,8.5935,-1.0617,-0.0497364,-0.0106,0.368091
-0.1377,8.6488,-0.935,-0.0445768,-0.0107,0.359867
-0.1377,8.6488,-0.935,-0.1269,0,0.351674
-0.1484,8.704,-0.6781,-0.036922,-0.0107,0.343405
-0.1596,8.7577,-2.7362,-0.0284628,-0.0112,0.335057
-0.1707,8.8126,-0.4867,-0.0247824,-0.0111,0.326631
-0.1818,8.8673,-0.2752,-0.0202576,-0.0111,0.318094
-0.1928,8.922,-0.1832,-0.0165128,-0.011,0.309482
-0.2038,8.9765,-0.0701,-0.0119384,-0.011,0.300796
-0.2148,9.031,0.0235,-0.00735,-0.011,0.292075
-0.2148,9.031,0.0235,-0.0918772,0,0.283393
-0.2257,9.0853,0.2526,-7.08e-05,-0.0109,0.274602
-0.237,9.1386,-1.8606,0.0078048,-0.0113,0.265738
-0.237,9.1386,-1.8606,-0.0790668,0,0.256917
-0.2482,9.1924,0.6315,0.0152092,-0.0112,0.248027
-0.2597,9.2459,-1.5403,0.0223436,-0.0115,0.239066
-0.2821,9.3527,0.8166,0.11544,-0.0224,0.229925
-0.2931,9.4061,0.9949,0.029022,-0.011,0.22072
-0.2931,9.4061,0.9949,-0.055296,0,0.211515
-0.304,9.4594,1.1619,0.0366812,-0.0109,0.202297
-0.3152,9.5124,-0.9461,0.0439132,-0.0112,0.193017
-0.3262,9.5652,1.3534,0.0471492,-0.011,0.183677
-0.337,9.618,1.5342,0.0504084,-0.0108,0.174229
-0.3477,9.6707,1.6151,0.0544796,-0.0107,0.164726
-0.3583,9.7235,1.6965,0.0585616,-0.0106,0.155171
-0.3687,9.7761,1.7983,0.0618432,-0.0104,0.145567
-0.3687,9.7761,1.7983,-0.0175376,0,0.136019
-0.379,9.8286,1.9824,0.06973,-0.0103,0.126425
-0.3895,9.881,-0.0021,0.0762364,-0.0105,0.116784
-0.3999,9.933,2.1796,0.0803744,-0.0104,0.107039
-0.41,9.9849,2.3422,0.0828988,-0.0101,0.097253
-0.41,9.9849,2.3422,0.0059884,0,0.087529
-0.42,10.0368,2.5088,0.0908928,-0.01,0.077768
-0.4301,10.089,0.586,0.096622,-0.0101,0.06797
-0.44,10.1403,2.7087,0.0999448,-0.0099,0.058138
-0.4496,10.1916,2.8519,0.102476,-0.0096,0.04821
-0.459,10.243,2.935,0.105798,-0.0094,0.038255
-0.4682,10.2943,2.9982,0.109109,-0.0092,0.028277
-0.4682,10.2943,2.9982,0.0394724,0,0.018369
-0.4771,10.3455,3.1641,0.115533,-0.0089,0.008443
-0.5047,10.5005,1.4231,0.271974,-0.0276,-0.001759
-0.5222,10.601,3.3247,0.197046,-0.0175,-0.012064
-0.5551,10.8735,7.2357,0.327759,-0.0329,-0.022622
-0.5587,10.9247,5.3625,0.097926,-0.0036,-0.03314
-0.5615,10.9695,8.6303,0.095994,-0.0028,-0.04361
-0.5615,10.9695,8.6303,0.0777508,0,-0.054002
-0.5647,11.0196,2.8362,0.107809,-0.0032,-0.064347
